ziplenderId,zip,district,state,lenderid,activestatus,createdon,updatedon,createdby,updatedby
1526,333704,Jhujhunu,Rajasthan,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1527,333705,Jhujhunu,Rajasthan,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1528,333707,Jhujhunu,Rajasthan,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1529,333801,Jhujhunu,Rajasthan,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1530,335002,Ganganagar,Rajasthan,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1531,335021,Ganganagar,Rajasthan,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1532,335022,Ganganagar,Rajasthan,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1533,335023,Ganganagar,Rajasthan,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1534,335024,Ganganagar,Rajasthan,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1535,335027,Ganganagar,Rajasthan,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1536,335037,Ganganagar,Rajasthan,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1537,335041,Ganganagar,Rajasthan,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1538,335061,Ganganagar,Rajasthan,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1539,335062,Ganganagar,Rajasthan,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1540,335063,Hanumangarh,Rajasthan,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1541,335064,Hanumangarh,Rajasthan,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1542,335501,Hanumangarh,Rajasthan,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1543,335502,Hanumangarh,Rajasthan,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1544,335513,Hanumangarh,Rajasthan,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1545,335526,Hanumangarh,Rajasthan,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1546,335801,Hanumangarh,Rajasthan,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1547,341518,Nagaur,Rajasthan,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1548,342302,Jodhpur,Rajasthan,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1549,342304,Jodhpur,Rajasthan,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1550,342312,Jodhpur,Rajasthan,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1551,342602,Jodhpur,Rajasthan,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1552,342605,Jodhpur,Rajasthan,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1553,342606,Jodhpur,Rajasthan,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1554,342801,Jodhpur,Rajasthan,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1555,344012,Barmer,Rajasthan,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1556,360003,Rajkot,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1557,360005,Rajkot,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1558,360006,Rajkot,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1559,360007,Rajkot,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1560,360020,Rajkot,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1561,360021,Rajkot,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1562,360022,Rajkot,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1563,360023,Rajkot,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1564,360024,Rajkot,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1565,360025,Rajkot,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1566,360026,Rajkot,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1567,360035,Rajkot,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1568,360040,Rajkot,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1569,360060,Rajkot,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1570,360110,Rajkot,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1571,360320,Rajkot,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1572,360330,Rajkot,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1573,360360,Rajkot,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1574,360370,Rajkot,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1575,360380,Rajkot,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1576,360405,Rajkot,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1577,360421,Rajkot,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1578,360430,Rajkot,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1579,360450,Rajkot,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1580,360452,Rajkot,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1581,360480,Rajkot,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1582,360490,Rajkot,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1583,361130,Jamnagar,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1584,361160,Jamnagar,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1585,361162,Jamnagar,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1586,361220,Jamnagar,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1587,361240,Jamnagar,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1588,362002,Junagadh,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1589,362011,Junagadh,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1590,362015,Junagadh,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1591,362222,Junagadh,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1592,362225,Junagadh,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1593,362227,Junagadh,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1594,362310,Junagadh,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1595,362315,Junagadh,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1596,362610,Junagadh,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1597,362630,Junagadh,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1598,362715,Junagadh,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1599,363030,Surendra Nagar,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1600,363035,Surendra Nagar,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1601,363040,Surendra Nagar,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1602,363115,Surendra Nagar,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1603,363320,Surendra Nagar,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1604,363421,Surendra Nagar,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1605,363423,Surendra Nagar,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1606,363427,Surendra Nagar,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1607,363435,Surendra Nagar,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1608,363510,Surendra Nagar,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1609,363520,Surendra Nagar,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1610,363530,Surendra Nagar,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1611,363643,Rajkot,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1612,363650,Rajkot,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1613,363670,Rajkot,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1614,364004,Bhavnagar,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1615,364005,Bhavnagar,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1616,364006,Bhavnagar,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1617,364060,Bhavnagar,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1618,364070,Bhavnagar,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1619,364081,Bhavnagar,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1620,364110,Bhavnagar,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1621,364120,Bhavnagar,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1622,364150,Bhavnagar,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1623,364210,Bhavnagar,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1624,364230,Bhavnagar,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1625,364270,Bhavnagar,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1626,364313,Bhavnagar,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1627,364320,Bhavnagar,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1628,364330,Bhavnagar,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1629,365480,Rajkot,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1630,370130,Kachchh,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1631,380003,Ahmedabad,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1632,380004,Ahmedabad,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1633,380005,Ahmedabad,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1634,380007,Ahmedabad,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1635,380008,Ahmedabad,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1636,380009,Ahmedabad,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1637,380013,Ahmedabad,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1638,380014,Ahmedabad,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1639,380015,Ahmedabad,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1640,380016,Ahmedabad,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1641,380018,Ahmedabad,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1642,380019,Ahmedabad,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1643,380021,Ahmedabad,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1644,380022,Ahmedabad,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1645,380023,Ahmedabad,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1646,380024,Ahmedabad,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1647,380026,Ahmedabad,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1648,380027,Ahmedabad,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1649,380028,Ahmedabad,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1650,380049,Ahmedabad,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1651,380050,Ahmedabad,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1652,380051,Ahmedabad,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1653,380052,Ahmedabad,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1654,380054,Ahmedabad,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1655,380055,Ahmedabad,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1656,380059,Ahmedabad,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1657,380060,Gandhi Nagar,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1658,380061,Ahmedabad,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1659,380063,Ahmedabad,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1660,382006,Gandhi Nagar,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1661,382007,Gandhi Nagar,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1662,382016,Gandhi Nagar,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1663,382021,Gandhi Nagar,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1664,382024,Gandhi Nagar,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1665,382028,Gandhi Nagar,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1666,382030,Gandhi Nagar,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1667,382042,Gandhi Nagar,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1668,382110,Ahmedabad,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1669,382115,Mahesana,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1670,382120,Mahesana,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1671,382130,Ahmedabad,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1672,382145,Ahmedabad,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1673,382170,Mahesana,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1674,382210,Ahmedabad,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1675,382220,Ahmedabad,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1676,382225,Ahmedabad,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1677,382240,Ahmedabad,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1678,382245,Ahmedabad,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1679,382250,Ahmedabad,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1680,382260,Ahmedabad,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1681,382265,Ahmedabad,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1682,382305,Gandhi Nagar,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1683,382315,Gandhi Nagar,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1684,382320,Gandhi Nagar,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1685,382321,Gandhi Nagar,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1686,382330,Ahmedabad,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1687,382340,Ahmedabad,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1688,382345,Ahmedabad,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1689,382350,Ahmedabad,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1690,382355,Gandhi Nagar,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1691,382405,Ahmedabad,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1692,382415,Ahmedabad,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1693,382418,Ahmedabad,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1694,382422,Gandhi Nagar,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1695,382423,Gandhi Nagar,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1696,382424,Gandhi Nagar,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1697,382425,Ahmedabad,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1698,382427,Ahmedabad,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1699,382428,Gandhi Nagar,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1700,382430,Ahmedabad,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1701,382433,Gandhi Nagar,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1702,382435,Ahmedabad,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1703,382443,Ahmedabad,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1704,382445,Ahmedabad,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1705,382449,Ahmedabad,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1706,382455,Ahmedabad,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1707,382470,Ahmedabad,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1708,382475,Ahmedabad,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1709,382480,Ahmedabad,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1710,382481,Gandhi Nagar,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1711,382620,Gandhi Nagar,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1712,382630,Gandhi Nagar,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1713,382640,Gandhi Nagar,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1714,382721,Gandhi Nagar,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1715,382725,Gandhi Nagar,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1716,382729,Gandhi Nagar,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1717,382740,Gandhi Nagar,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1718,382810,Gandhi Nagar,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1719,382835,Gandhi Nagar,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1720,382845,Gandhi Nagar,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1721,383006,Sabarkantha,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1722,383010,Sabarkantha,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1723,383030,Sabarkantha,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1724,383110,Sabarkantha,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1725,383120,Sabarkantha,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1726,383205,Sabarkantha,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1727,383210,Sabarkantha,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1728,383215,Sabarkantha,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1729,383220,Sabarkantha,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1730,383225,Sabarkantha,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1731,383235,Sabarkantha,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1732,383240,Sabarkantha,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1733,383250,Sabarkantha,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1734,383251,Sabarkantha,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1735,383260,Sabarkantha,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1736,383275,Sabarkantha,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1737,383276,Sabarkantha,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1738,383305,Sabarkantha,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1739,383307,Sabarkantha,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1740,383315,Sabarkantha,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1741,383316,Sabarkantha,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1742,383317,Sabarkantha,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1743,383320,Sabarkantha,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1744,383355,Sabarkantha,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1745,383410,Sabarkantha,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1746,383421,Sabarkantha,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1747,383430,Sabarkantha,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1748,383434,Sabarkantha,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1749,383440,Sabarkantha,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1750,383450,Sabarkantha,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1751,384001,Mahesana,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1752,384003,Mahesana,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1753,384012,Mahesana,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1754,384130,Mahesana,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1755,384140,Mahesana,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1756,384265,Patan,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1757,384305,Mahesana,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1758,384315,Mahesana,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1759,384335,Mahesana,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1760,384340,Mahesana,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1761,384345,Mahesana,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1762,384355,Mahesana,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1763,384410,Mahesana,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1764,384421,Mahesana,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1765,384430,Mahesana,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1766,384435,Mahesana,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1767,387001,Kheda,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1768,387002,Kheda,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1769,387003,Kheda,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1770,387115,Kheda,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1771,387220,Anand,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1772,387230,Kheda,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1773,387310,Anand,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1774,387315,Kheda,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1775,387325,Kheda,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1776,387330,Kheda,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1777,387355,Kheda,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1778,387360,Kheda,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1779,387365,Kheda,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1780,387370,Kheda,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1781,387375,Kheda,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1782,387411,Kheda,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1783,387520,Kheda,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1784,387610,Kheda,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1785,387650,Kheda,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1786,388120,Anand,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1787,388121,Anand,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1788,388130,Anand,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1789,388150,Anand,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1790,388160,Anand,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1791,388205,Anand,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1792,388210,Anand,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1793,388215,Anand,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1794,388305,Anand,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1795,388306,Anand,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1796,388307,Anand,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1797,388310,Anand,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1798,388315,Anand,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1799,388320,Anand,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1800,388325,Anand,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1801,388330,Anand,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1802,388335,Anand,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1803,388340,Anand,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1804,388345,Anand,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1805,388350,Anand,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1806,388355,Anand,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1807,388365,Anand,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1808,388370,Anand,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1809,388410,Kheda,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1810,388430,Anand,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1811,388440,Anand,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1812,388450,Anand,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1813,388460,Anand,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1814,388465,Anand,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1815,388470,Anand,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1816,388480,Anand,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1817,388510,Anand,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1818,388520,Anand,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1819,388530,Anand,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1820,388540,Anand,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
1821,388543,Anand,Gujarat,11,1,04-10-2023,04-10-2023,Vastu,Vastu
